index,age,job,marital,education,default,balance,loan
36663,49.0,management,divorced,tertiary,no,1115.0,no
36664,57.0,retired,married,secondary,no,789.0,no
36665,41.0,housemaid,single,secondary,no,2184.0,no
36666,41.0,blue-collar,single,tertiary,no,6025.0,no
36667,51.0,unemployed,married,secondary,no,-267.0,yes
36668,57.0,admin.,divorced,unknown,no,887.0,no
36669,53.0,admin.,married,secondary,no,2955.0,no
36670,38.0,technician,single,secondary,no,207.0,no
36671,36.0,blue-collar,single,secondary,no,0.0,no
36672,55.0,retired,married,primary,no,868.0,no
36673,40.0,entrepreneur,married,tertiary,yes,0.0,no
36674,55.0,blue-collar,married,primary,no,5109.0,no
36675,50.0,blue-collar,married,primary,no,59.0,no
36676,40.0,unknown,married,unknown,no,35.0,no
36677,40.0,services,married,primary,no,2469.0,yes
36678,57.0,unemployed,married,tertiary,no,209.0,no
36679,36.0,management,married,tertiary,no,1352.0,no
36680,38.0,technician,married,secondary,no,634.0,no
36681,37.0,admin.,married,secondary,no,0.0,yes
36682,52.0,admin.,divorced,secondary,no,98.0,yes
36683,48.0,management,married,tertiary,no,13501.0,no
36684,50.0,entrepreneur,married,secondary,no,1857.0,yes
36685,52.0,entrepreneur,married,tertiary,no,0.0,no
36686,55.0,housemaid,married,primary,no,2152.0,no
36687,47.0,technician,divorced,secondary,no,5735.0,no
36688,53.0,technician,married,secondary,no,1319.0,no
36689,51.0,management,married,tertiary,no,3134.0,no
36690,42.0,admin.,single,unknown,no,22.0,no
36691,51.0,blue-collar,married,primary,no,1938.0,no
36692,56.0,self-employed,married,tertiary,no,411.0,no
36693,46.0,blue-collar,divorced,secondary,no,2441.0,no
36694,60.0,unknown,married,unknown,no,652.0,no
36695,55.0,management,married,unknown,no,179.0,no
36696,39.0,admin.,single,secondary,no,0.0,yes
36697,54.0,housemaid,married,primary,no,774.0,no
36698,48.0,services,divorced,primary,no,-110.0,yes
36699,36.0,self-employed,single,tertiary,no,1923.0,no
36700,36.0,admin.,married,secondary,no,4011.0,no
36701,46.0,housemaid,divorced,primary,no,148.0,no
36702,41.0,housemaid,married,secondary,no,876.0,no
36703,38.0,blue-collar,single,secondary,no,48.0,no
36704,49.0,management,married,tertiary,no,3022.0,no
36705,55.0,blue-collar,divorced,primary,no,0.0,no
36706,56.0,technician,married,secondary,no,2558.0,no
36707,39.0,unknown,married,primary,no,2860.0,no
36708,43.0,blue-collar,divorced,secondary,no,1138.0,no
36709,37.0,admin.,divorced,secondary,no,796.0,no
36710,57.0,technician,married,secondary,no,1070.0,no
36711,36.0,admin.,married,secondary,no,4280.0,no
36712,59.0,retired,married,primary,no,1115.0,no
36713,44.0,blue-collar,married,primary,no,1669.0,no
36714,55.0,housemaid,married,primary,no,1537.0,no
36715,52.0,retired,married,secondary,no,1282.0,no
36716,56.0,admin.,married,secondary,no,5310.0,no
36717,51.0,blue-collar,married,primary,no,91.0,yes
36718,46.0,unknown,single,unknown,no,63.0,no
36719,52.0,admin.,married,secondary,no,422.0,no
36720,39.0,entrepreneur,married,tertiary,no,6495.0,no
36721,46.0,housemaid,married,primary,no,4064.0,no
36722,57.0,management,married,secondary,no,570.0,no
36723,56.0,self-employed,married,secondary,no,549.0,yes
36724,43.0,admin.,married,secondary,no,584.0,no
36725,57.0,admin.,married,tertiary,no,9311.0,no
36726,37.0,unemployed,married,secondary,no,1038.0,no
36727,56.0,management,married,tertiary,no,0.0,yes
36728,40.0,self-employed,divorced,secondary,no,1876.0,yes
36729,54.0,self-employed,married,primary,no,1463.0,no
36730,40.0,technician,married,secondary,no,109.0,no
36731,44.0,blue-collar,single,primary,no,10984.0,no
36732,57.0,technician,married,secondary,no,0.0,no
36733,44.0,blue-collar,married,primary,yes,0.0,yes
36734,58.0,retired,married,secondary,no,5523.0,no
36735,43.0,blue-collar,divorced,unknown,yes,1.0,no
36736,38.0,unemployed,married,secondary,no,1604.0,no
36737,43.0,management,single,primary,no,0.0,no
36738,54.0,services,married,unknown,no,386.0,yes
36739,44.0,services,single,secondary,no,2886.0,no
36740,47.0,self-employed,married,tertiary,no,1917.0,no
36741,41.0,technician,divorced,tertiary,no,24055.0,yes
36742,35.0,self-employed,married,secondary,no,347.0,no
36743,38.0,management,married,unknown,no,933.0,no
36744,42.0,self-employed,married,primary,no,3717.0,no
36745,56.0,management,divorced,tertiary,no,310.0,no
36746,44.0,services,married,secondary,no,-254.0,no
36747,42.0,unknown,single,unknown,yes,61.0,no
36748,51.0,blue-collar,married,secondary,yes,0.0,yes
36749,57.0,management,married,tertiary,no,9103.0,yes
36750,46.0,blue-collar,divorced,primary,no,0.0,no
36751,41.0,admin.,married,secondary,no,0.0,no
36752,49.0,blue-collar,married,primary,no,923.0,no
36753,42.0,technician,married,tertiary,no,-215.0,no
36754,41.0,management,married,secondary,yes,-771.0,yes
36755,60.0,technician,married,secondary,no,0.0,no
36756,56.0,unknown,married,unknown,no,0.0,no
36757,48.0,management,married,secondary,no,3260.0,no
36758,57.0,technician,married,tertiary,no,27069.0,yes
36759,45.0,blue-collar,married,primary,no,0.0,yes
36760,36.0,self-employed,single,tertiary,no,977.0,no
36761,47.0,self-employed,married,primary,no,2559.0,no
36762,41.0,technician,married,tertiary,no,0.0,no
36763,44.0,management,married,tertiary,no,2400.0,no
36764,56.0,management,married,secondary,no,3164.0,no
36765,57.0,retired,married,primary,no,1466.0,no
36766,53.0,services,divorced,secondary,no,-223.0,no
36767,56.0,retired,married,secondary,no,878.0,no
36768,36.0,blue-collar,married,secondary,no,0.0,no
36769,41.0,blue-collar,single,primary,no,-206.0,no
36770,52.0,management,married,tertiary,no,0.0,no
36771,47.0,services,divorced,secondary,no,287.0,no
36772,55.0,services,divorced,secondary,no,1735.0,no
36773,38.0,blue-collar,married,secondary,no,1005.0,no
36774,41.0,blue-collar,married,secondary,no,167.0,no
36775,55.0,retired,married,secondary,no,5.0,no
36776,35.0,admin.,married,secondary,no,165.0,yes
36777,52.0,management,married,tertiary,no,1545.0,no
36778,49.0,blue-collar,divorced,primary,no,912.0,no
36779,59.0,retired,married,primary,no,6955.0,yes
36780,43.0,unemployed,married,primary,no,519.0,no
36781,37.0,blue-collar,single,secondary,no,847.0,no
36782,60.0,housemaid,divorced,tertiary,no,662.0,no
36783,40.0,housemaid,married,primary,no,746.0,no
36784,42.0,entrepreneur,married,secondary,no,1002.0,no
36785,48.0,self-employed,divorced,secondary,yes,7.0,no
36786,38.0,self-employed,married,secondary,no,746.0,no
36787,58.0,technician,married,primary,no,4015.0,no
36788,38.0,management,married,tertiary,no,2978.0,yes
36789,50.0,management,married,tertiary,no,67.0,yes
36790,39.0,management,single,tertiary,no,490.0,no
36791,51.0,admin.,married,secondary,no,37.0,yes
36792,43.0,unknown,married,unknown,no,1517.0,no
36793,41.0,management,married,secondary,no,1273.0,no
36794,37.0,technician,married,secondary,no,2209.0,no
36795,56.0,technician,married,tertiary,no,52.0,no
36796,52.0,blue-collar,married,primary,no,1624.0,no
36797,45.0,blue-collar,married,primary,no,360.0,no
36798,60.0,retired,married,tertiary,no,2868.0,no
36799,39.0,housemaid,married,primary,no,4899.0,no
36800,54.0,blue-collar,married,primary,no,-51.0,no
36801,56.0,unemployed,divorced,primary,no,438.0,no
36802,35.0,admin.,single,secondary,no,2830.0,no
36803,57.0,unknown,married,unknown,no,2266.0,no
36804,46.0,blue-collar,married,primary,no,4.0,yes
36805,39.0,entrepreneur,married,secondary,no,0.0,no
36806,56.0,entrepreneur,divorced,primary,no,3.0,no
36807,51.0,retired,married,secondary,no,806.0,no
36808,43.0,management,married,unknown,no,0.0,no
36809,50.0,technician,divorced,secondary,no,396.0,no
36810,52.0,retired,married,tertiary,no,2269.0,no
36811,52.0,housemaid,divorced,primary,no,1697.0,no
36812,40.0,entrepreneur,divorced,tertiary,no,224.0,no
36813,45.0,housemaid,married,primary,no,4994.0,no
36814,42.0,technician,married,secondary,no,297.0,no
36815,45.0,blue-collar,married,unknown,no,550.0,yes
36816,56.0,retired,single,secondary,no,4365.0,no
36817,55.0,housemaid,divorced,primary,no,0.0,no
36818,59.0,unemployed,married,tertiary,no,279.0,no
36819,44.0,services,married,secondary,no,522.0,yes
36820,47.0,technician,divorced,tertiary,no,194.0,no
36821,57.0,management,married,unknown,no,1054.0,no
36822,35.0,housemaid,divorced,primary,no,1465.0,no
36823,49.0,technician,single,unknown,no,443.0,no
36824,45.0,blue-collar,single,primary,no,1006.0,no
36825,35.0,self-employed,single,secondary,no,250.0,no
36826,50.0,technician,divorced,tertiary,no,261.0,no
36827,38.0,blue-collar,married,primary,no,15477.0,no
36828,60.0,retired,married,secondary,no,1690.0,no
36829,58.0,technician,married,secondary,no,683.0,no
36830,46.0,technician,married,secondary,no,0.0,no
36831,41.0,blue-collar,single,unknown,no,387.0,no
36832,58.0,technician,divorced,secondary,no,2270.0,no
36833,58.0,services,married,secondary,no,5087.0,no
36834,31.0,technician,single,secondary,no,223.0,no
36835,31.0,blue-collar,married,secondary,no,33.0,no
36836,36.0,management,married,secondary,no,2637.0,no
36837,37.0,technician,single,tertiary,no,487.0,yes
36838,31.0,blue-collar,single,secondary,no,-322.0,yes
36839,46.0,management,single,tertiary,no,655.0,yes
36840,36.0,technician,married,secondary,no,644.0,no
36841,32.0,admin.,single,tertiary,no,-59.0,yes
36842,25.0,management,single,tertiary,no,115.0,yes
36843,34.0,technician,married,secondary,no,173.0,no
36844,26.0,blue-collar,married,secondary,no,128.0,no
36845,49.0,retired,married,primary,no,-37.0,no
36846,30.0,technician,single,secondary,no,656.0,yes
36847,27.0,services,single,secondary,no,243.0,yes
36848,30.0,services,single,tertiary,no,0.0,no
36849,39.0,blue-collar,married,primary,no,192.0,no
36850,48.0,blue-collar,married,secondary,no,-19.0,yes
36851,31.0,technician,single,unknown,no,365.0,no
36852,44.0,entrepreneur,married,tertiary,no,1080.0,yes
36853,56.0,management,divorced,tertiary,no,94.0,no
36854,33.0,technician,single,secondary,no,0.0,no
36855,44.0,blue-collar,married,secondary,no,978.0,no
36856,51.0,blue-collar,divorced,unknown,no,0.0,yes
36857,27.0,admin.,married,secondary,no,-435.0,no
36858,34.0,blue-collar,married,primary,no,0.0,no
36859,35.0,admin.,married,secondary,yes,0.0,yes
36860,59.0,housemaid,married,primary,no,153.0,no
36861,39.0,technician,married,tertiary,no,122.0,no
36862,29.0,admin.,single,secondary,no,2802.0,yes
36863,48.0,blue-collar,divorced,primary,no,19.0,yes
36864,31.0,technician,married,secondary,no,134.0,yes
36865,29.0,services,single,primary,no,339.0,no
36866,37.0,self-employed,divorced,tertiary,no,60.0,yes
36867,45.0,blue-collar,divorced,primary,no,8.0,yes
36868,50.0,management,married,tertiary,no,453.0,yes
36869,51.0,blue-collar,married,secondary,no,328.0,no
36870,26.0,technician,single,tertiary,no,36.0,yes
36871,30.0,admin.,single,tertiary,no,218.0,no
36872,57.0,retired,married,secondary,no,156.0,yes
36873,31.0,blue-collar,single,secondary,no,-27.0,no
36874,56.0,services,divorced,secondary,no,1347.0,yes
36875,36.0,technician,married,primary,no,0.0,no
36876,36.0,management,single,tertiary,no,678.0,yes
36877,26.0,blue-collar,single,secondary,no,-333.0,yes
36878,37.0,blue-collar,single,primary,no,1210.0,no
36879,34.0,admin.,divorced,secondary,no,183.0,yes
36880,25.0,unemployed,single,secondary,no,34.0,yes
36881,29.0,services,married,primary,no,-102.0,no
36882,32.0,technician,single,secondary,no,-28.0,yes
36883,59.0,retired,divorced,primary,no,-110.0,yes
36884,37.0,management,married,tertiary,no,1265.0,yes
36885,35.0,management,married,secondary,no,0.0,yes
36886,31.0,housemaid,married,primary,no,46.0,no
36887,57.0,technician,married,secondary,no,253.0,yes
36888,56.0,entrepreneur,married,secondary,no,938.0,yes
36889,54.0,retired,married,secondary,no,-488.0,yes
36890,51.0,blue-collar,married,secondary,no,0.0,yes
36891,53.0,services,divorced,secondary,yes,0.0,yes
36892,57.0,retired,married,secondary,no,91.0,yes
36893,49.0,blue-collar,married,primary,no,126.0,no
36894,33.0,blue-collar,married,secondary,no,285.0,yes
36895,55.0,retired,married,secondary,no,85.0,no
36896,39.0,services,single,secondary,no,3.0,yes
36897,44.0,blue-collar,married,secondary,no,701.0,yes
36898,29.0,services,single,secondary,no,84.0,yes
36899,29.0,blue-collar,single,primary,no,145.0,no
36900,32.0,management,married,tertiary,no,92.0,no
36901,27.0,admin.,divorced,secondary,no,2.0,yes
36902,50.0,management,married,secondary,no,5.0,no
36903,34.0,blue-collar,married,secondary,no,277.0,yes
36904,58.0,retired,married,secondary,no,166.0,yes
36905,54.0,unemployed,married,tertiary,no,0.0,yes
36906,45.0,blue-collar,divorced,secondary,no,-705.0,yes
36907,26.0,services,married,secondary,no,549.0,no
36908,54.0,services,married,secondary,no,-165.0,yes
36909,37.0,technician,single,secondary,no,29.0,no
36910,27.0,admin.,single,secondary,no,585.0,no
36911,45.0,technician,divorced,unknown,yes,-25.0,yes
36912,41.0,entrepreneur,married,tertiary,no,-81.0,yes
36913,32.0,blue-collar,single,secondary,no,-255.0,yes
36914,34.0,services,married,secondary,no,0.0,yes
36915,58.0,unemployed,married,secondary,no,0.0,no
36916,52.0,housemaid,married,tertiary,no,51.0,no
36917,56.0,admin.,married,secondary,no,20.0,no
36918,30.0,management,single,tertiary,no,0.0,yes
36919,47.0,admin.,married,secondary,no,1156.0,yes
36920,45.0,services,divorced,secondary,no,-179.0,no
36921,54.0,technician,married,secondary,no,42.0,yes
36922,38.0,management,married,secondary,no,93.0,no
36923,31.0,self-employed,married,secondary,yes,0.0,yes
36924,47.0,technician,married,secondary,no,-149.0,yes
36925,51.0,blue-collar,single,primary,no,60.0,no
36926,60.0,blue-collar,married,primary,no,241.0,yes
36927,49.0,technician,divorced,primary,no,1807.0,yes
36928,37.0,services,single,secondary,no,-244.0,no
36929,47.0,blue-collar,married,primary,no,-187.0,no
36930,59.0,retired,married,unknown,no,140.0,yes
36931,33.0,services,married,secondary,no,114.0,yes
36932,61.0,retired,married,secondary,no,313.0,yes
36933,35.0,technician,divorced,secondary,no,2.0,no
36934,57.0,blue-collar,married,primary,no,47.0,yes
36935,51.0,services,married,secondary,no,-800.0,no
36936,29.0,services,single,secondary,no,695.0,no
36937,33.0,services,single,secondary,no,1038.0,yes
36938,40.0,services,divorced,secondary,no,1155.0,yes
36939,38.0,services,married,secondary,no,304.0,yes
36940,50.0,admin.,married,secondary,no,-221.0,yes
36941,48.0,management,single,tertiary,no,31.0,yes
36942,53.0,blue-collar,married,primary,no,207.0,yes
36943,26.0,blue-collar,single,secondary,no,177.0,yes
36944,61.0,retired,married,unknown,no,-492.0,yes
36945,27.0,blue-collar,single,secondary,no,77.0,yes
36946,33.0,blue-collar,single,primary,no,777.0,no
36947,45.0,services,divorced,secondary,no,88.0,yes
36948,51.0,blue-collar,married,primary,no,505.0,yes
36949,40.0,admin.,single,secondary,no,-1.0,no
36950,35.0,management,single,tertiary,no,12.0,no
36951,36.0,services,married,secondary,no,-274.0,no
36952,57.0,retired,married,primary,no,808.0,no
36953,59.0,retired,divorced,secondary,no,23.0,no
36954,57.0,technician,married,secondary,no,0.0,no
36955,29.0,admin.,married,secondary,no,488.0,yes
36956,51.0,technician,married,secondary,no,1327.0,no
36957,46.0,blue-collar,married,secondary,no,4044.0,no
36958,45.0,technician,married,secondary,no,879.0,no
36959,57.0,admin.,married,secondary,no,1143.0,no
36960,28.0,management,single,tertiary,no,0.0,no
36961,54.0,management,divorced,tertiary,no,92.0,yes
36962,45.0,technician,married,secondary,no,268.0,no
36963,52.0,retired,married,tertiary,no,493.0,no
36964,43.0,technician,married,secondary,no,-796.0,no
36965,46.0,unemployed,married,secondary,no,926.0,no
36966,59.0,unknown,married,primary,no,1247.0,no
36967,47.0,management,married,unknown,no,12245.0,no
36968,37.0,self-employed,married,secondary,no,1633.0,no
36969,43.0,services,married,primary,no,29.0,no
36970,53.0,blue-collar,married,primary,no,0.0,no
36971,43.0,management,married,tertiary,no,460.0,yes
36972,60.0,blue-collar,divorced,primary,no,3427.0,no
36973,28.0,housemaid,single,primary,no,332.0,no
36974,35.0,admin.,single,secondary,no,0.0,yes
36975,37.0,admin.,single,secondary,no,-117.0,yes
36976,34.0,technician,single,secondary,no,232.0,no
36977,41.0,technician,single,secondary,no,879.0,yes
36978,25.0,technician,single,tertiary,no,437.0,yes
36979,39.0,admin.,married,secondary,no,2319.0,no
36980,55.0,housemaid,divorced,unknown,no,3068.0,no
36981,45.0,management,single,secondary,no,-57.0,yes
36982,37.0,management,single,tertiary,no,0.0,no
36983,40.0,technician,married,secondary,no,351.0,yes
36984,36.0,blue-collar,married,secondary,no,537.0,yes
36985,44.0,housemaid,married,primary,no,398.0,no
36986,29.0,blue-collar,married,primary,no,57.0,yes
36987,40.0,technician,married,unknown,no,0.0,yes
36988,31.0,blue-collar,single,secondary,no,1.0,yes
36989,35.0,services,single,secondary,no,2110.0,yes
36990,29.0,services,married,tertiary,no,0.0,yes
36991,30.0,management,single,tertiary,no,0.0,no
36992,34.0,blue-collar,single,primary,yes,-2.0,yes
36993,32.0,admin.,married,secondary,no,1604.0,yes
36994,32.0,self-employed,single,tertiary,no,2559.0,no
36995,56.0,management,married,primary,no,21.0,no
36996,46.0,technician,married,secondary,no,967.0,no
36997,27.0,services,single,secondary,no,266.0,yes
36998,25.0,blue-collar,married,primary,no,0.0,no
36999,27.0,management,single,secondary,no,35.0,no
37000,36.0,unemployed,divorced,primary,no,0.0,no
37001,34.0,services,married,secondary,no,0.0,no
37002,60.0,entrepreneur,divorced,primary,no,2648.0,no
37003,59.0,entrepreneur,married,tertiary,no,1728.0,no
37004,51.0,technician,married,secondary,no,216.0,no
37005,44.0,entrepreneur,married,secondary,no,93.0,no
37006,35.0,admin.,divorced,secondary,no,534.0,no
37007,34.0,admin.,single,secondary,no,296.0,no
37008,30.0,services,married,secondary,no,137.0,no
37009,33.0,management,married,secondary,no,4385.0,yes
37010,28.0,services,single,secondary,no,-116.0,yes
37011,33.0,technician,single,secondary,no,555.0,yes
37012,54.0,technician,married,secondary,no,187.0,yes
37013,36.0,entrepreneur,divorced,tertiary,no,776.0,yes
37014,30.0,admin.,married,secondary,no,215.0,yes
37015,48.0,services,married,secondary,no,1355.0,no
37016,44.0,technician,married,tertiary,no,1146.0,no
37017,32.0,blue-collar,divorced,primary,no,4805.0,yes
37018,36.0,technician,single,secondary,no,-272.0,yes
37019,38.0,blue-collar,married,secondary,no,43.0,yes
37020,25.0,blue-collar,single,secondary,no,192.0,no
37021,29.0,blue-collar,single,primary,no,343.0,no
37022,31.0,technician,single,secondary,no,19.0,no
37023,43.0,blue-collar,married,secondary,no,105.0,yes
37024,54.0,blue-collar,married,primary,no,466.0,no
37025,43.0,technician,married,secondary,yes,-313.0,yes
37026,59.0,management,married,unknown,no,147.0,no
37027,39.0,management,married,primary,no,551.0,yes
37028,56.0,housemaid,married,primary,no,58.0,yes
37029,33.0,technician,divorced,secondary,no,522.0,yes
37030,46.0,unknown,married,unknown,no,2911.0,no
37031,44.0,blue-collar,married,primary,no,2.0,yes
37032,47.0,management,married,primary,no,1797.0,no
37033,47.0,unknown,divorced,primary,no,0.0,no
37034,41.0,admin.,married,secondary,no,125.0,no
37035,43.0,technician,divorced,tertiary,no,27.0,no
37036,42.0,unemployed,married,primary,no,11.0,no
37037,42.0,blue-collar,divorced,secondary,no,3407.0,no
37038,37.0,self-employed,married,secondary,no,1523.0,yes
37039,45.0,blue-collar,divorced,primary,no,1805.0,no
37040,42.0,blue-collar,divorced,unknown,no,0.0,no
37041,38.0,technician,married,secondary,no,2220.0,no
37042,37.0,entrepreneur,married,tertiary,no,555.0,no
37043,33.0,services,single,secondary,no,170.0,no
37044,54.0,services,divorced,tertiary,no,413.0,no
37045,51.0,self-employed,married,secondary,yes,34.0,yes
37046,49.0,technician,married,primary,no,486.0,no
37047,43.0,management,divorced,secondary,no,0.0,no
37048,35.0,unknown,married,primary,no,634.0,no
37049,59.0,blue-collar,married,secondary,no,-1336.0,yes
37050,52.0,management,married,secondary,no,3369.0,no
37051,58.0,management,married,primary,no,4850.0,no
37052,44.0,technician,married,secondary,no,1.0,yes
37053,35.0,technician,single,secondary,no,-51.0,no
37054,50.0,management,married,tertiary,no,830.0,no
37055,57.0,technician,single,tertiary,no,711.0,no
37056,47.0,technician,married,secondary,no,80.0,yes
37057,34.0,admin.,single,secondary,no,1.0,no
37058,51.0,services,married,secondary,no,-1136.0,yes
37059,57.0,retired,married,primary,no,37.0,no
37060,47.0,retired,married,primary,no,-468.0,yes
37061,34.0,technician,married,secondary,no,1.0,yes
37062,50.0,management,married,tertiary,no,-94.0,yes
37063,46.0,services,married,secondary,no,25.0,yes
37064,50.0,blue-collar,married,secondary,no,-253.0,no
37065,59.0,technician,married,tertiary,no,-91.0,no
37066,49.0,housemaid,married,primary,no,57.0,yes
37067,25.0,entrepreneur,single,tertiary,no,0.0,no
37068,47.0,management,married,tertiary,no,2716.0,no
37069,53.0,blue-collar,married,secondary,no,21522.0,no
37070,53.0,blue-collar,married,secondary,no,3815.0,no
37071,53.0,housemaid,married,primary,no,0.0,no
37072,50.0,admin.,single,secondary,no,1318.0,yes
37073,48.0,blue-collar,single,secondary,no,2288.0,no
37074,44.0,management,married,primary,no,107.0,no
37075,36.0,blue-collar,married,secondary,no,56.0,no
37076,42.0,housemaid,married,secondary,no,341.0,no
37077,55.0,management,married,tertiary,no,5804.0,no
37078,36.0,management,divorced,tertiary,yes,20.0,yes
37079,48.0,management,single,tertiary,no,940.0,no
37080,42.0,self-employed,married,tertiary,no,-266.0,yes
37081,46.0,technician,divorced,secondary,no,129.0,no
37082,58.0,blue-collar,divorced,secondary,no,314.0,no
37083,42.0,technician,single,secondary,no,-15.0,no
37084,51.0,services,married,secondary,no,0.0,yes
37085,36.0,blue-collar,single,primary,no,367.0,no
37086,41.0,admin.,divorced,secondary,no,303.0,no
37087,46.0,technician,married,tertiary,no,157.0,no
37088,54.0,services,single,secondary,no,8289.0,no
37089,30.0,services,single,secondary,no,1881.0,yes
37090,52.0,admin.,married,secondary,no,192.0,yes
37091,36.0,blue-collar,married,secondary,no,2103.0,yes
37092,44.0,technician,married,secondary,no,-153.0,yes
37093,43.0,services,divorced,tertiary,no,2279.0,yes
37094,57.0,self-employed,married,secondary,no,35.0,yes
37095,52.0,services,married,secondary,no,-1.0,yes
37096,60.0,retired,divorced,tertiary,no,1349.0,yes
37097,32.0,admin.,married,secondary,no,159.0,yes
37098,34.0,unemployed,married,secondary,no,0.0,yes
37099,40.0,technician,married,secondary,no,0.0,yes
37100,37.0,self-employed,single,tertiary,no,3759.0,no
37101,47.0,blue-collar,divorced,secondary,yes,0.0,yes
37102,41.0,blue-collar,married,primary,no,381.0,no
37103,38.0,services,married,secondary,no,-140.0,no
37104,43.0,blue-collar,married,primary,no,720.0,no
37105,31.0,unemployed,married,secondary,no,3242.0,no
37106,40.0,blue-collar,divorced,unknown,no,0.0,yes
37107,46.0,services,married,secondary,no,1400.0,no
37108,55.0,retired,divorced,primary,no,1420.0,no
37109,26.0,technician,single,secondary,no,-266.0,yes
37110,30.0,admin.,married,secondary,no,4.0,no
37111,48.0,retired,single,primary,no,0.0,no
37112,54.0,unknown,married,unknown,no,2508.0,no
37113,56.0,entrepreneur,married,unknown,no,575.0,no
37114,52.0,technician,divorced,secondary,no,2816.0,no
37115,36.0,admin.,married,tertiary,no,425.0,no
37116,52.0,blue-collar,married,secondary,no,2276.0,no
37117,47.0,unemployed,divorced,tertiary,no,780.0,no
37118,37.0,services,divorced,secondary,no,523.0,no
37119,58.0,admin.,single,secondary,no,247.0,yes
37120,38.0,services,married,secondary,no,503.0,no
37121,45.0,management,single,tertiary,no,1269.0,no
37122,33.0,blue-collar,single,secondary,no,45.0,no
37123,56.0,blue-collar,divorced,unknown,no,1363.0,no
37124,41.0,student,married,secondary,no,1309.0,no
37125,44.0,unknown,single,unknown,no,1239.0,no
37126,42.0,technician,married,secondary,no,738.0,no
37127,35.0,management,married,tertiary,no,2316.0,no
37128,40.0,blue-collar,married,secondary,no,95.0,yes
37129,50.0,management,married,tertiary,no,0.0,no
37130,40.0,student,married,secondary,no,260.0,no
37131,40.0,blue-collar,single,primary,no,1.0,no
37132,43.0,management,married,primary,no,98.0,no
37133,37.0,technician,single,tertiary,no,1609.0,yes
37134,35.0,blue-collar,divorced,secondary,yes,-12.0,yes
37135,40.0,blue-collar,married,primary,no,238.0,no
37136,36.0,student,single,secondary,no,904.0,no
37137,40.0,admin.,married,secondary,no,67.0,yes
37138,39.0,technician,single,tertiary,no,861.0,no
37139,58.0,unemployed,divorced,secondary,no,0.0,no
37140,27.0,blue-collar,single,secondary,yes,-27.0,no
37141,36.0,unemployed,married,tertiary,no,4145.0,no
37142,45.0,self-employed,single,primary,no,112.0,no
37143,49.0,unknown,married,secondary,no,4846.0,no
37144,60.0,self-employed,married,secondary,no,17339.0,no
37145,41.0,services,single,secondary,no,0.0,no
37146,48.0,admin.,married,primary,no,607.0,no
37147,57.0,retired,married,secondary,no,573.0,no
37148,47.0,management,married,tertiary,no,866.0,no
37149,35.0,services,divorced,secondary,no,1529.0,no
37150,57.0,retired,married,secondary,no,274.0,yes
37151,47.0,services,married,secondary,no,0.0,yes
37152,45.0,unemployed,married,secondary,no,736.0,no
37153,38.0,blue-collar,married,secondary,no,0.0,no
37154,35.0,blue-collar,married,secondary,no,306.0,no
37155,45.0,housemaid,divorced,tertiary,no,2098.0,no
37156,39.0,technician,single,secondary,no,10236.0,no
37157,39.0,technician,married,tertiary,no,-218.0,no
37158,51.0,self-employed,married,secondary,no,1377.0,no
37159,56.0,retired,married,tertiary,no,5769.0,no
37160,60.0,blue-collar,married,primary,no,1472.0,no
37161,56.0,unknown,married,unknown,no,778.0,no
37162,45.0,blue-collar,married,primary,no,71.0,no
37163,55.0,housemaid,married,primary,no,43.0,yes
37164,38.0,admin.,married,secondary,no,70.0,yes
37165,60.0,retired,married,primary,no,0.0,no
37166,41.0,entrepreneur,single,primary,no,7264.0,yes
37167,28.0,technician,single,tertiary,no,415.0,no
37168,43.0,admin.,single,secondary,no,91.0,yes
37169,52.0,technician,divorced,secondary,no,935.0,no
37170,35.0,blue-collar,divorced,primary,no,0.0,no
37171,47.0,management,married,primary,yes,145.0,yes
37172,49.0,housemaid,married,primary,no,935.0,yes
37173,29.0,services,single,secondary,no,1357.0,yes
37174,59.0,technician,married,secondary,no,358.0,no
37175,59.0,technician,married,secondary,no,6.0,yes
37176,31.0,services,married,tertiary,yes,-90.0,yes
37177,45.0,technician,married,tertiary,no,-302.0,yes
37178,44.0,admin.,single,tertiary,no,10.0,no
37179,41.0,blue-collar,married,primary,no,1.0,no
37180,43.0,admin.,single,secondary,no,13.0,yes
37181,40.0,housemaid,married,primary,no,84.0,yes
37182,29.0,services,single,unknown,no,33.0,no
37183,39.0,blue-collar,divorced,primary,no,3.0,yes
37184,57.0,housemaid,married,primary,no,53.0,no
37185,59.0,technician,married,secondary,no,0.0,no
37186,54.0,admin.,married,secondary,no,9.0,yes
37187,39.0,services,single,secondary,no,-106.0,no
37188,51.0,admin.,divorced,secondary,no,-20.0,no
37189,49.0,technician,married,tertiary,no,503.0,no
37190,31.0,admin.,single,secondary,no,43.0,no
37191,29.0,self-employed,single,tertiary,no,392.0,yes
37192,29.0,technician,married,tertiary,no,975.0,no
37193,33.0,admin.,married,tertiary,no,205.0,no
37194,37.0,services,single,primary,no,0.0,yes
37195,35.0,retired,single,secondary,no,527.0,yes
37196,50.0,services,married,primary,no,-15.0,yes
37197,45.0,technician,single,secondary,no,52.0,yes
37198,30.0,services,single,secondary,yes,0.0,yes
37199,35.0,self-employed,married,secondary,no,28.0,yes
37200,29.0,technician,single,tertiary,no,101.0,no
