시군명,접수일자,발견장소,상태,공고고유번호,공고시작일자,공고종료일자,품종,색상,나이,체중,성별,중성화여부,특징,보호소명,보호소전화번호,보호소도로명주소,보호소지번주소,보호소우편번호,관할기관
광명시,20201110,광명시청에서 인수,종료(반환),경기-광명-2020-00308,20201110,20201123,[개] 웰시 코기 펨브로크,갈백,2018,15,M,N,"칩있음,순함",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50,경기도 안산시 상록구 부곡동 231-5번지 한국야생동물보호협회,15301,경기도 광명시
고양시,20201110,행주내동 483-1,종료(입양),경기-고양-2020-01247,20201111,20201123,[개] 믹스견,"흰색,갈색,검정",2020,1.7,F,N,아기강아지,고양시동물보호센터,031-962-3232,경기도 고양시 덕양구 고양대로 1695,경기도 고양시 덕양구 원흥동 471-10번지 고양시 농업기술센터 고양시동물보호센터,10563,경기도 고양시
고양시,20201110,행주내동 483-1,종료(기증),경기-고양-2020-01243,20201111,20201123,[개] 믹스견,흑갈색,2017,5.9,F,U,없음,고양시동물보호센터,031-962-3232,경기도 고양시 덕양구 고양대로 1695,경기도 고양시 덕양구 원흥동 471-10번지 고양시 농업기술센터 고양시동물보호센터,10563,경기도 고양시
김포시,20201110,대곶면 대벽리 관내,종료(안락사),경기-김포-2020-00644,20201111,20201123,[개] 믹스견,갈/검,2020,4,F,U,양귀쫑긋. 양눈눈곱약간. 코검정. 유선늘어짐. 사람따름. 활발함. 낑낑거림. ,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지,11409,경기도 김포시
시흥시,20201110,능곡동 841번지 부근,종료(자연사),경기-시흥-2020-00712,20201110,20201123,[고양이] 한국 고양이,백갈흑,2020,0.35,F,N,2개월추정. 순함.,한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50,경기도 안산시 상록구 부곡동 231-5번지 한국야생동물보호협회,15301,경기도 시흥시
시흥시,20201110,거모동1474-1부근,종료(입양),경기-시흥-2020-00711,20201110,20201123,[개] 믹스견,백,2020,1.6,M,N,2개월추정. 겁많음. 순함.,한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50,경기도 안산시 상록구 부곡동 231-5번지 한국야생동물보호협회,15301,경기도 시흥시
시흥시,20201110,거모동1474-1부근,종료(자연사),경기-시흥-2020-00710,20201110,20201123,[개] 믹스견,백갈,2020,2,M,N,2개월추정. 순함.,한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50,경기도 안산시 상록구 부곡동 231-5번지 한국야생동물보호협회,15301,경기도 시흥시
남양주시,20201110,금곡리,종료(반환),경기-남양주-2020-01747,20201111,20201123,[개] 푸들,갈색,2018,4.8,M,N,목줄없고 조금경계하나 온순한편임,남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
남양주시,20201110,가운동,종료(입양),경기-남양주-2020-01746,20201111,20201123,[개] 믹스견,흰색.살구색,2017,10.2,M,N,주황색 줄.목줄착용 온순함,남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
고양시,20201110,신원동 661 부근,종료(반환),경기-고양-2020-01248,20201111,20201123,[개] 푸들,갈색,2017,3.5,F,N,단미,고양시동물보호센터,031-962-3232,경기도 고양시 덕양구 고양대로 1695,경기도 고양시 덕양구 원흥동 471-10번지 고양시 농업기술센터 고양시동물보호센터,10563,경기도 고양시
고양시,20201110,행주내동 483-1,종료(안락사),경기-고양-2020-01246,20201111,20201123,[개] 믹스견,"흑갈색,흰색",2020,2.2,M,N,아기강아지,고양시동물보호센터,031-962-3232,경기도 고양시 덕양구 고양대로 1695,경기도 고양시 덕양구 원흥동 471-10번지 고양시 농업기술센터 고양시동물보호센터,10563,경기도 고양시
고양시,20201110,행주내동 483-1,종료(입양),경기-고양-2020-01245,20201111,20201123,[개] 믹스견,"검정,갈색,흰색",2020,2.1,M,N,강아지,고양시동물보호센터,031-962-3232,경기도 고양시 덕양구 고양대로 1695,경기도 고양시 덕양구 원흥동 471-10번지 고양시 농업기술센터 고양시동물보호센터,10563,경기도 고양시
고양시,20201110,행주내동 483-1,종료(안락사),경기-고양-2020-01244,20201111,20201123,[개] 믹스견,"검정,흰색,갈색",2020,1.8,F,N,아기강아지,고양시동물보호센터,031-962-3232,경기도 고양시 덕양구 고양대로 1695,경기도 고양시 덕양구 원흥동 471-10번지 고양시 농업기술센터 고양시동물보호센터,10563,경기도 고양시
안성시,20201110,양성면 교동길 19-8,종료(안락사),경기-안성-2020-01002,20201111,20201123,[개] 믹스견,하양,2020,2.26,M,N,없음,이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1,경기도 안성시 봉남동 326-2번지,17590,경기도 안성시
안성시,20201110,공도읍 웅교리 ,보호중,경기-안성-2020-01004,20201111,20201123,[기타축종] ,녹갈색,2010,8,Q,U,웅교리 하천에서 발생된 국제 멸종위기종(설가타 육지거북),이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1,경기도 안성시 봉남동 326-2번지,17590,경기도 안성시
남양주시,20201110,오남리,종료(반환),경기-남양주-2020-01748,20201111,20201123,[개] 아메리칸 코카 스파니엘,크림색,2014,8.9,M,N,빨강색 목줄착용.온순함,남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
양주시,20201110,장흥면 일영로403 인근,종료(안락사),경기-양주-2020-00657,20201113,20201123,[고양이] 한국 고양이,갈/검,2020,0.5,F,U,눈곱. 콧물. 저체온. 부들부들떪. 기력없음.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지,11409,경기도 양주시
포천시,20201110,군내면 용두로 89 인근,종료(안락사),경기-포천-2020-00904,20201111,20201123,[개] 믹스견,갈/검/흰,2018,18,M,N,검정 목줄 착용. 양귀쫑긋. 코검정. 몸 일부 도개비풀 오염. 겁있음. 사람따름. 얌전함.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지 한국동물구조관리협회,11409,경기도 포천시
김포시,20201110,월곶면 포내리 관내,종료(자연사),경기-김포-2020-00646,20201111,20201123,[고양이] 한국 고양이,갈/흰,2020,0.3,F,U,눈곱심함. 콧물심함. 여윔. 때탐. ,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지,11409,경기도 김포시
김포시,20201110,구래동 6871-26 노블팰리스 2차 지상1층 주차장,종료(안락사),경기-김포-2020-00645,20201111,20201123,[개] 믹스견,갈/흰,2020,1.8,M,N,양귀반접힘. 양눈눈곱약간. 코검정. 사람좋아함. 활발함. ,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지,11409,경기도 김포시
안성시,20201110,양성면 교동길 19-8,종료(안락사),경기-안성-2020-01003,20201111,20201123,[개] 믹스견,크림,2020,2.76,M,N,없음,이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1,경기도 안성시 봉남동 326-2번지,17590,경기도 안성시
안산시,20201110,송호로 11-3 주차장,종료(자연사),경기-안산-2020-01524,20201110,20201122,[고양이] 한국 고양이,흰검,2020,0.42,F,N,박스에 유기. 말랐음. 한달 반 추정,스타캣츠,031-410-3777,경기도 안산시 단원구 한양대학로 208,경기도 안산시 단원구 고잔동 730-3번지 2층 스타캣츠,15466,경기도 안산시
안산시,20201110,송호로 11-3 주차장,종료(자연사),경기-안산-2020-01523,20201110,20201122,[고양이] 한국 고양이,흰검,2020,0.44,F,N,박스에 유기. 말랐음. 한달 반 추정,스타캣츠,031-410-3777,경기도 안산시 단원구 한양대학로 208,경기도 안산시 단원구 고잔동 730-3번지 2층 스타캣츠,15466,경기도 안산시
평택시,20201110,불정상현길50,종료(안락사),경기-평택-2020-02678,20201110,20201120,[개] 믹스견,갈색,2017,15,M,N,매우사나움,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86,경기도 평택시 진위면 야막리 85-4번지,17705,경기도 평택시
성남시,20201110,금광2500,종료(입양),경기-성남-2020-00890,20201110,20201120,[고양이] 한국 고양이,삼색,2014,2.1,F,U,"콧물, 매우 마름, 상태 나쁨.",펫토피아동물병원,031-714-8392,경기도 성남시 분당구 불정로 266,경기도 성남시 분당구 수내동 87-1번지 유신제일조합,13601,경기도 성남시
수원시,20201110,유천파출소 주차장,종료(자연사),경기-수원-2020-00970,20201110,20201120,[고양이] 한국 고양이,고등어,2020,0.35,Q,N,"눈꼽많이 낌,건강상태 안좋음",수원시 동물보호센터,031-228-3557,경기도 수원시 영통구 광교호수로 234,경기도 수원시 영통구 하동 40-10번지 수원시 동물보호센터 하동 40-10,16511,경기도 수원시
남양주시,20201110,삼패동279-4 ,종료(입양),경기-남양주-2020-01740,20201110,20201120,[고양이] 한국 고양이,삼색,2020,0.5,F,N,어린 고양이 호흡기 질환 감염,남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
남양주시,20201110,다산동,종료(자연사),경기-남양주-2020-01739,20201110,20201120,[고양이] 한국 고양이,흑갈줄무늬,2018,3.5,F,Y,교통사고로 기립불능 상태,남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
남양주시,20201110,다산 지금로,종료(입양),경기-남양주-2020-01738,20201110,20201120,[고양이] 한국 고양이,황백,2020,1.1,M,N,"어린 고양이, 상부호흡기 질환 감염",남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
남양주시,20201110,금곡동307,종료(자연사),경기-남양주-2020-01737,20201110,20201120,[고양이] 한국 고양이,백황,2020,1.4,F,N,"어린 고양이 ,우측전지 부상으로 인해 잘 걷지 못함",남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
안산시,20201110,부곡동 739-3 부근,종료(반환),경기-안산-2020-01521,20201110,20201120,[개] 요크셔 테리어,금백,2013,7,M,Y,"소심함,등에혹있음",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50,경기도 안산시 상록구 부곡동 231-5,15301,경기도 안산시
안산시,20201110,선부3동 1089-9 부근,종료(반환),경기-안산-2020-01520,20201110,20201120,[개] 캐벌리어 킹 찰스 스파니엘,흑백갈,2017,10,M,N,"칩있음,순함",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50,경기도 안산시 상록구 부곡동 231-5,15301,경기도 안산시
평택시,20201110,탄현1로 133,종료(입양),경기-평택-2020-02680,20201110,20201120,[고양이] 페르시안-페르시안 친칠라,흰색,2018,3,F,N,순함,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86,경기도 평택시 진위면 야막리 85-4번지,17705,경기도 평택시
수원시,20201110,두암골 사거리 부근,종료(입양),경기-수원-2020-00969,20201110,20201120,[개] 믹스견,검갈,2019,6.9,F,N,"교통사고추정, 골반골절",수원시 동물보호센터,031-228-3557,경기도 수원시 영통구 광교호수로 234,경기도 수원시 영통구 하동 40-10번지 수원시 동물보호센터 하동 40-10,16511,경기도 수원시
남양주시,20201110,금곡동,종료(안락사),경기-남양주-2020-01743,20201110,20201120,[개] 믹스견,검황색,2018,10,M,N,빨강색 목줄착용.사나움,남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
용인시,20201110,처인구 원삼면 사암리 1144-2,종료(입양),경기-용인-2020-00836,20201110,20201120,[개] 믹스견,"갈색, 검은색 ",2020,3.7,M,N,"6마리 함께 입소, 약간 소심한 편, 귀여운 아이",용인시 동물보호센터,031-324-3463,경기도 용인시 처인구 중부대로 1074-1,경기도 용인시 처인구 삼가동 164번지 용인시 동물보호센터,17090,경기도 용인시
용인시,20201110,처인구 원삼면 사암리 1144-2,종료(입양),경기-용인-2020-00832,20201110,20201120,[개] 믹스견,갈색,2020,2.7,F,N,"6마리 함께 입소, 귀여운 아이",용인시 동물보호센터,031-324-3463,경기도 용인시 처인구 중부대로 1074-1,경기도 용인시 처인구 삼가동 164번지 용인시 동물보호센터,17090,경기도 용인시
여주시,20201110,대신면 풍양1길,종료(입양),경기-여주-2020-00862,20201110,20201120,[개] 믹스견,흰색,2020,3,F,N,매우온순함,위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,경기도 여주시
여주시,20201110,대신면 풍양1길,종료(입양),경기-여주-2020-00857,20201110,20201120,[개] 풍산견,흰색,2020,4.9,F,N,사람을 좋아하며 매우온순함,위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,경기도 여주시
여주시,20201110,대신면 풍양1길,종료(안락사),경기-여주-2020-00864,20201110,20201120,[개] 믹스견,흰색,2016,11,F,N,겁이다소 있으나 온순함,위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,경기도 여주시
평택시,20201110,신장동 서희스타힐스,종료(입양),경기-평택-2020-02679,20201110,20201120,[개] 말티즈,흰색,2016,2.7,M,N,"순함, 목줄착용",평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86,경기도 평택시 진위면 야막리 85-4번지,17705,경기도 평택시
여주시,20201110,홍문동 세종로,종료(자연사),경기-여주-2020-00858,20201110,20201120,[고양이] 한국 고양이,"회갈색, 검정색줄무늬",2020,0.8,F,N,"교통사고, 몸을 가누지 못함",위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,경기도 여주시
여주시,20201110,오룡동 장풍3리,종료(자연사),경기-여주-2020-00859,20201110,20201120,[고양이] 한국 고양이,"노란색, 흰색",2017,3.7,F,N,"배쪽에 부상, 경계심 다소 있음",위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,경기도 여주시
광주시,20201110,광주시 오포읍 양벌리 일대,종료(기증),경기-광주-2020-00976,20201110,20201120,[개] 치와와,검갈색,2017,2.7,F,N,"11-18, 칩없음, 겁이 살짝 있지만 예쁘고 착한 아이에요",광주TNR동물병원초월,031-798-7581,경기도 광주시 초월읍 현산로385번길 74-12,경기도 광주시 초월읍 지월리 713-2번지,12728,경기도 광주시
여주시,20201110,대신면 풍양1길,보호중,경기-여주-2020-00860,20201110,20201120,[개] 믹스견,흰색,2020,4.1,F,N,매우온순함,위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,경기도 여주시
용인시,20201110,기흥구 동백동 백현마을 도로변,종료(입양),경기-용인-2020-00838,20201110,20201120,[고양이] 한국 고양이,검은색,2020,0.34,F,N,"1개월령 추정, 귀여운 아이",용인시 동물보호센터,031-324-3463,경기도 용인시 처인구 중부대로 1074-1,경기도 용인시 처인구 삼가동 164번지 용인시 동물보호센터,17090,경기도 용인시
용인시,20201110,기흥구 동백동 백현마을 도로변,종료(기증),경기-용인-2020-00837,20201110,20201120,[고양이] 한국 고양이,"검은색,갈색",2020,0.38,F,N,"1개월령 추정, 귀여운 아이",용인시 동물보호센터,031-324-3463,경기도 용인시 처인구 중부대로 1074-1,경기도 용인시 처인구 삼가동 164번지 용인시 동물보호센터,17090,경기도 용인시
용인시,20201110,처인구 원삼면 사암리 1144-2,종료(입양),경기-용인-2020-00835,20201110,20201120,[개] 믹스견,"검은색, 갈색",2020,2.9,F,N,"6마리 함께 입소, 귀여운 아이",용인시 동물보호센터,031-324-3463,경기도 용인시 처인구 중부대로 1074-1,경기도 용인시 처인구 삼가동 164번지 용인시 동물보호센터,17090,경기도 용인시
용인시,20201110,처인구 원삼면 사암리 1144-2,종료(입양),경기-용인-2020-00834,20201110,20201120,[개] 믹스견,"검은색,갈색",2020,2.7,M,N,"6마리 함께 입소, 약간 소심한편, 귀여운 아이",용인시 동물보호센터,031-324-3463,경기도 용인시 처인구 중부대로 1074-1,경기도 용인시 처인구 삼가동 164번지 용인시 동물보호센터,17090,경기도 용인시
용인시,20201110,처인구 원삼면 사암리 1144-2,종료(입양),경기-용인-2020-00833,20201110,20201120,[개] 믹스견,갈색,2020,3.3,F,N,"6마리 함께 입소, 약간 소심한편, 귀여운 아이",용인시 동물보호센터,031-324-3463,경기도 용인시 처인구 중부대로 1074-1,경기도 용인시 처인구 삼가동 164번지 용인시 동물보호센터,17090,경기도 용인시
용인시,20201110, 처인구 원삼면 사암리 1144-2,종료(입양),경기-용인-2020-00831,20201110,20201120,[개] 믹스견,갈색,2017,11,F,U,"6마리 함께 입소, 모견, 약간 소심한편, 얌전한 아이",용인시 동물보호센터,031-324-3463,경기도 용인시 처인구 중부대로 1074-1,경기도 용인시 처인구 삼가동 164번지 용인시 동물보호센터,17090,경기도 용인시
오산시,20201110,성호대로141,종료(입양),경기-오산-2020-00330,20201110,20201120,[개] 믹스견,검정.갈색,2015,8.2,F,N,목줄.목걸이없음,오산시수의사회,031-372-9325,경기도 오산시 성호대로 36,경기도 오산시 오산동 609-55번지,18130,경기도 오산시
남양주시,20201110,다산동,종료(입양),경기-남양주-2020-01745,20201110,20201120,[기타축종] 토끼,흰색.검정,2019,1.5,F,N,애완용 토끼임,남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
남양주시,20201110,금곡동,종료(안락사),경기-남양주-2020-01744,20201110,20201120,[개] 믹스견,검황색,2018,7.3,M,N,빨강색 목줄착용.사나움,남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
남양주시,20201110,금곡리,종료(입양),경기-남양주-2020-01742,20201110,20201120,[개] 믹스견,크림색,2020,11.2,M,N,초록색 목줄착용.조용함,남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
남양주시,20201110,별내면 용암리 510-1,종료(입양),경기-남양주-2020-01741,20201110,20201120,[개] 믹스견,흰색.황색,2015,3.2,M,N,목줄없고 털이길며 경계함,남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
이천시,20201110,마장면 오천로,종료(입양),경기-이천-2020-00815,20201110,20201120,[개] 포인터,"초코색, 흰색",2017,14,F,N,"목띠를 하고 있으며, 매우온순함",위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,경기도 이천시
파주시,20201110,성동리 80-5 나인블루 커피&#49406;,종료(반환),경기-파주-2020-00644,20201110,20201120,[개] 스피츠,흰색,2018,7,M,Y,살짝 경계심이 있음,로뎀동물병원,031-952-7576,경기도 파주시 문산읍 방촌로 1636,경기도 파주시 문산읍 문산리 133-2번지 강산설렁탕,10820,경기도 파주시
파주시,20201110,성동리 80-5 나인블록 ,종료(반환),경기-파주-2020-00643,20201110,20201120,[개] 라브라도 리트리버,검정,2016,36.3,M,N,순하며 사람을 잘따름,파주독 애견호텔,031-949-9540,경기도 파주시 탄현면 방촌로 732-96,경기도 파주시 탄현면 축현리 788-2번지,10846,경기도 파주시
여주시,20201110,대신면 풍양1길,보호중,경기-여주-2020-00863,20201110,20201120,[개] 믹스견,흰색,2020,3.1,F,N,매우온순함,위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,경기도 여주시
여주시,20201110,대신면 풍양1길,보호중,경기-여주-2020-00861,20201110,20201120,[개] 믹스견,흰색,2020,4.1,F,N,매우온순함,위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,경기도 여주시
광주시,20201110,광주시 장지동 일대,종료(기증),경기-광주-2020-00981,20201110,20201120,[고양이] 한국 고양이,회백색,2020,0.7,F,N,"11-23, 70일령, 3층 계단에서 낙상, 큰 외상은 없으나 경계가 심한 상태",광주TNR동물병원송정,031-798-7583,경기도 광주시 경안천로 144,경기도 광주시 송정동 6-9번지 1층,12740,경기도 광주시
광주시,20201110,광주시 오포읍 고산리 일대,종료(입양),경기-광주-2020-00980,20201110,20201120,[개] 믹스견,갈백색,2020,2.5,F,N,"11-22, 칩없음, 1세미만, 작고 가녀린 체격의 예쁜 믹스견",광주TNR동물병원초월,031-798-7581,경기도 광주시 초월읍 현산로385번길 74-12,경기도 광주시 초월읍 지월리 713-2번지,12728,경기도 광주시
광주시,20201110,광주시 남종면 산순로 일대,종료(기증),경기-광주-2020-00979,20201110,20201120,[개] 믹스견,흰색,2020,4,M,N,"11-21, 몽실몽실한 털이 너무 예쁜 천사같은 아이",광주TNR동물병원초월,031-798-7581,경기도 광주시 초월읍 현산로385번길 74-12,경기도 광주시 초월읍 지월리 713-2번지,12728,경기도 광주시
광주시,20201110,광주시 남종면 산수로 일대,종료(기증),경기-광주-2020-00978,20201110,20201120,[개] 믹스견,흰색,2020,4,M,N,"11-20, 귀여운 강아지, 순하고 활발함",광주TNR동물병원초월,031-798-7581,경기도 광주시 초월읍 현산로385번길 74-12,경기도 광주시 초월읍 지월리 713-2번지,12728,경기도 광주시
광주시,20201110,광주시 송정동 일대,종료(입양),경기-광주-2020-00977,20201110,20201120,[개] 포메라니안,갈색,2015,5,M,N,"11-19, 칩없음, 하복부에 종양, 짧은 다리가 귀여운 천사같은 아이",광주TNR동물병원초월,031-798-7581,경기도 광주시 초월읍 현산로385번길 74-12,경기도 광주시 초월읍 지월리 713-2번지,12728,경기도 광주시
화성시,20201110,비봉면 푸른들판로 1167,종료(자연사),경기-화성-2020-01969,20201110,20201119,[개] 믹스견,갈색,2020,3,M,N,"순하나 겁이 살짝 있음, 아직 어린 개체로 보임, 함께 입소한 아이보다 체구가 작음.",남양유기견보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27,경기도 화성시 남양읍 북양리 12-2번지,18254,경기도 화성시
화성시,20201110,우정읍 조암로 32,종료(입양),경기-화성-2020-01963,20201110,20201119,[개] 말티즈,흰색,2019,3,M,N,"작은 고양이머리 메달이 달린 붉은 목줄 착용중, 사람손에 거부감이 없으며 체구가 작은 편.",남양유기견보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27,경기도 화성시 남양읍 북양리 12-2번지,18254,경기도 화성시
화성시,20201110,장안면 장안리 1127-1,종료(입양),경기-화성-2020-01967,20201110,20201119,[개] 믹스견,"흰색, 밝은주황",2019,12,F,U,"순한 편이나 겁이 약간 있음. 약간의 여우상, 발이 작은 편.",남양유기견보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27,경기도 화성시 남양읍 북양리 12-2번지,18254,경기도 화성시
화성시,20201110,비봉면 푸른들판로 1167,종료(자연사),경기-화성-2020-01968,20201110,20201119,[개] 믹스견,갈색,2020,4,F,U,"순하나 겁이 살짝 있음, 아직 어린 개체로 보임.",남양유기견보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27,경기도 화성시 남양읍 북양리 12-2번지,18254,경기도 화성시
시흥시,20201109,시흥시농업기술센터에서 인수,종료(자연사),경기-시흥-2020-00705,20201109,20201123,[개] 믹스견,백,2020,5.5,M,N,4개월추정. 순함.,한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50,경기도 안산시 상록구 부곡동 231-5번지 한국야생동물보호협회,15301,경기도 시흥시
시흥시,20201109,시흥시농업기술센터에서 인수,종료(자연사),경기-시흥-2020-00704,20201109,20201123,[개] 믹스견,갈흑,2020,5.7,M,N,4개월추정. 겁많음.,한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50,경기도 안산시 상록구 부곡동 231-5번지 한국야생동물보호협회,15301,경기도 시흥시
시흥시,20201109,시흥시농업기술센터에서 인수,종료(안락사),경기-시흥-2020-00707,20201109,20201123,[개] 믹스견,백,2020,5.2,M,N,4개월추정. 겁많음.,한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50,경기도 안산시 상록구 부곡동 231-5번지 한국야생동물보호협회,15301,경기도 시흥시
시흥시,20201109,시흥시농업기술센터에서 인수,종료(안락사),경기-시흥-2020-00709,20201109,20201123,[개] 믹스견,갈흑,2020,2.6,F,N,4개월추정. 순함.,한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50,경기도 안산시 상록구 부곡동 231-5번지 한국야생동물보호협회,15301,경기도 시흥시
안성시,20201109,안성대교 밑,종료(자연사),경기-안성-2020-00992,20201111,20201123,[고양이] 한국 고양이,검정,2020,0.7,F,N,심한 논꼽/ 콧물,이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1,경기도 안성시 봉남동 326-2번지,17590,경기도 안성시
안성시,20201109,도기동 45-보건소 부근,종료(안락사),경기-안성-2020-00993,20201111,20201123,[개] 믹스견,크림,2019,20,F,N,없음,이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1,경기도 안성시 봉남동 326-2번지,17590,경기도 안성시
안성시,20201109,양성면 교동길 19-8,종료(반환),경기-안성-2020-00994,20201111,20201123,[개] 믹스견,검정/하양,2018,7,M,N,초록색 목걸이,이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1,경기도 안성시 봉남동 326-2번지,17590,경기도 안성시
안성시,20201109,양성면 교동길 19-8,종료(안락사),경기-안성-2020-00995,20201111,20201123,[개] 믹스견,크림,2018,10,F,N,어미+강아지5마리,이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1,경기도 안성시 봉남동 326-2번지,17590,경기도 안성시
안성시,20201109,양성면 교동길 19-8,종료(자연사),경기-안성-2020-00996,20201111,20201123,[개] 믹스견,검정,2020,0.34,F,N,어미+강아지5,이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1,경기도 안성시 봉남동 326-2번지,17590,경기도 안성시
안성시,20201109,양성면 교동길 19-8,종료(자연사),경기-안성-2020-00998,20201111,20201123,[개] 믹스견,검정/하양,2020,0.36,M,N,어미+강아지5,이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1,경기도 안성시 봉남동 326-2번지,17590,경기도 안성시
안성시,20201109,양성면 교동길 19-8,종료(자연사),경기-안성-2020-00999,20201111,20201123,[개] 믹스견,검정/하양,2020,0.4,F,N,어미+강아지5,이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1,경기도 안성시 봉남동 326-2번지,17590,경기도 안성시
안성시,20201109,양성면 교동길 19-8,종료(자연사),경기-안성-2020-01000,20201111,20201123,[개] 믹스견,하양,2020,0.42,F,N,어미+강아지5,이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1,경기도 안성시 봉남동 326-2번지,17590,경기도 안성시
안성시,20201109,당목길 29,종료(안락사),경기-안성-2020-01001,20201111,20201123,[개] 믹스견,크림,2020,8,M,N,빠간 목걸이,이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1,경기도 안성시 봉남동 326-2번지,17590,경기도 안성시
